height,weight,label
161,41,thin
168,92,fat
175,99,fat
158,178,fat
182,110,fat
160,92,fat
179,147,fat
156,116,fat
173,69,normal
183,139,fat
174,104,fat
159,100,fat
185,90,fat
183,47,thin
190,196,fat
163,87,fat
150,96,fat
189,151,fat
191,51,thin
181,96,fat
164,138,fat
191,168,fat
185,199,fat
162,76,fat
177,187,fat
172,54,thin
170,199,fat
192,78,normal
181,163,fat
188,167,fat
172,83,fat
198,107,fat
169,193,fat
190,52,thin
162,133,fat
178,199,fat
154,102,fat
155,76,fat
156,78,fat
174,181,fat
184,184,fat
169,137,fat
150,105,fat
189,186,fat
188,191,fat
162,118,fat
153,140,fat
186,67,normal
193,167,fat
185,122,fat
194,195,fat
194,96,fat
193,193,fat
181,39,thin
199,74,normal
179,139,fat
164,106,fat
153,57,normal
170,86,fat
162,78,fat
165,68,normal
191,192,fat
173,47,thin
182,142,fat
165,198,fat
185,135,fat
182,185,fat
158,126,fat
183,56,thin
198,136,fat
199,57,thin
167,67,normal
157,103,fat
173,105,fat
181,148,fat
169,72,fat
166,42,thin
162,108,fat
175,100,fat
200,118,fat
173,190,fat
173,164,fat
163,99,fat
168,38,thin
169,161,fat
157,161,fat
171,172,fat
152,89,fat
186,153,fat
196,113,fat
172,68,normal
169,152,fat
160,101,fat
156,105,fat
195,102,fat
167,133,fat
154,186,fat
151,74,fat
192,181,fat
197,116,fat
161,38,thin
172,177,fat
176,92,fat
162,76,fat
164,63,normal
165,200,fat
186,155,fat
169,164,fat
171,187,fat
175,77,fat
199,146,fat
192,152,fat
174,154,fat
176,106,fat
187,78,normal
195,166,fat
152,65,fat
183,93,fat
152,42,thin
157,84,fat
152,194,fat
183,128,fat
156,77,fat
197,134,fat
173,143,fat
156,144,fat
156,105,fat
157,59,normal
171,133,fat
160,92,fat
193,164,fat
200,80,normal
189,198,fat
153,38,thin
171,46,thin
177,45,thin
152,123,fat
168,42,thin
163,116,fat
181,190,fat
191,123,fat
197,174,fat
179,91,fat
172,131,fat
155,83,fat
182,185,fat
168,65,normal
197,69,thin
152,39,thin
178,43,thin
180,78,normal
181,85,fat
198,182,fat
194,137,fat
180,35,thin
175,87,fat
173,93,fat
156,85,fat
195,161,fat
180,90,fat
155,185,fat
173,88,fat
174,64,normal
186,60,thin
185,103,fat
186,159,fat
170,175,fat
162,86,fat
189,127,fat
198,150,fat
152,127,fat
161,153,fat
150,180,fat
157,128,fat
171,51,thin
160,194,fat
158,65,fat
159,117,fat
182,119,fat
179,130,fat
162,145,fat
159,174,fat
155,173,fat
198,109,fat
172,88,fat
193,90,normal
200,154,fat
168,120,fat
154,134,fat
190,133,fat
192,136,fat
163,192,fat
162,155,fat
184,120,fat
191,91,normal
177,114,fat
183,157,fat
186,191,fat
196,119,fat
186,154,fat
187,73,normal
175,51,thin
195,183,fat
198,120,fat
190,189,fat
154,85,fat
192,116,fat
192,45,thin
163,182,fat
178,166,fat
155,88,fat
161,67,fat
174,176,fat
167,66,normal
151,162,fat
165,98,fat
176,148,fat
173,113,fat
174,117,fat
187,171,fat
187,47,thin
174,173,fat
169,119,fat
155,102,fat
192,41,thin
191,140,fat
195,145,fat
189,140,fat
182,48,thin
152,96,fat
193,111,fat
177,51,thin
176,98,fat
199,73,thin
153,175,fat
163,125,fat
168,129,fat
194,84,normal
176,127,fat
156,102,fat
180,89,fat
187,197,fat
176,47,thin
185,69,normal
186,143,fat
155,136,fat
183,185,fat
158,104,fat
185,181,fat
176,133,fat
166,195,fat
192,47,thin
150,126,fat
154,149,fat
154,58,normal
197,157,fat
185,120,fat
174,114,fat
197,93,normal
159,86,fat
150,53,normal
169,90,fat
169,179,fat
186,44,thin
182,43,thin
174,54,thin
152,131,fat
181,85,fat
192,37,thin
160,91,fat
185,190,fat
158,105,fat
188,105,fat
172,178,fat
178,56,thin
181,156,fat
152,178,fat
169,57,normal
156,144,fat
174,152,fat
162,185,fat
199,128,fat
161,105,fat
191,67,thin
166,118,fat
164,111,fat
180,152,fat
172,135,fat
174,74,normal
151,154,fat
170,105,fat
167,83,fat
179,70,normal
154,147,fat
193,93,normal
160,71,fat
177,88,fat
182,152,fat
156,98,fat
196,186,fat
172,186,fat
158,169,fat
158,131,fat
169,133,fat
161,60,normal
169,75,fat
192,153,fat
171,105,fat
158,199,fat
167,173,fat
171,173,fat
195,126,fat
181,162,fat
176,115,fat
200,116,fat
167,86,fat
156,186,fat
169,145,fat
169,158,fat
185,39,thin
192,56,thin
186,97,fat
161,166,fat
180,88,fat
177,91,fat
200,177,fat
195,91,normal
184,184,fat
192,68,thin
187,194,fat
156,66,fat
172,197,fat
200,134,fat
174,75,normal
171,115,fat
166,70,fat
187,127,fat
164,71,fat
185,97,fat
185,66,normal
152,64,fat
164,81,fat
156,109,fat
187,84,normal
151,47,normal
171,66,normal
181,141,fat
185,89,fat
174,169,fat
173,61,normal
173,160,fat
163,192,fat
170,76,fat
166,151,fat
180,95,fat
155,104,fat
191,191,fat
200,35,thin
157,180,fat
170,94,fat
193,173,fat
163,162,fat
178,125,fat
166,159,fat
199,114,fat
155,191,fat
181,50,thin
172,200,fat
198,112,fat
185,67,normal
154,125,fat
197,153,fat
172,165,fat
155,36,thin
189,52,thin
200,168,fat
152,177,fat
187,118,fat
150,163,fat
161,122,fat
186,166,fat
185,140,fat
156,171,fat
159,167,fat
178,156,fat
172,175,fat
152,112,fat
166,103,fat
174,78,fat
189,129,fat
179,55,thin
174,60,normal
158,102,fat
155,131,fat
172,129,fat
154,40,thin
186,98,fat
199,78,normal
178,112,fat
188,110,fat
193,47,thin
161,166,fat
163,35,thin
184,44,thin
182,96,fat
157,98,fat
154,107,fat
182,115,fat
173,106,fat
185,47,thin
164,53,normal
177,139,fat
172,58,normal
155,124,fat
178,193,fat
181,112,fat
158,54,normal
179,157,fat
193,76,normal
184,100,fat
162,96,fat
155,81,fat
179,45,thin
188,161,fat
157,194,fat
167,99,fat
184,93,fat
200,65,thin
185,40,thin
157,79,fat
181,170,fat
194,38,thin
166,108,fat
154,71,fat
184,121,fat
154,47,normal
157,96,fat
161,139,fat
171,116,fat
155,49,normal
186,61,thin
170,194,fat
187,48,thin
200,58,thin
166,130,fat
158,121,fat
161,189,fat
151,129,fat
160,153,fat
180,134,fat
174,180,fat
152,104,fat
174,116,fat
150,79,fat
176,82,fat
170,144,fat
200,148,fat
165,75,fat
168,172,fat
193,165,fat
175,190,fat
174,142,fat
166,57,normal
154,148,fat
187,169,fat
171,136,fat
191,99,fat
155,132,fat
199,111,fat
158,38,thin
181,124,fat
188,133,fat
190,55,thin
178,198,fat
188,103,fat
158,46,thin
199,145,fat
150,188,fat
173,143,fat
152,158,fat
197,180,fat
177,62,normal
165,72,fat
169,48,thin
161,35,thin
168,179,fat
200,179,fat
168,132,fat
172,196,fat
173,82,fat
151,126,fat
155,155,fat
183,47,thin
172,147,fat
199,180,fat
150,159,fat
188,81,normal
163,40,thin
150,142,fat
162,57,normal
189,108,fat
195,198,fat
200,37,thin
160,122,fat
198,60,thin
156,79,fat
152,134,fat
160,146,fat
154,86,fat
192,192,fat
190,100,fat
192,91,normal
153,59,fat
174,184,fat
191,44,thin
168,127,fat
181,66,normal
188,81,normal
175,142,fat
170,112,fat
190,95,fat
194,195,fat
162,110,fat
152,131,fat
194,81,normal
199,145,fat
194,173,fat
182,173,fat
181,95,fat
173,109,fat
191,51,thin
172,141,fat
170,81,fat
164,40,thin
178,132,fat
186,95,fat
163,105,fat
194,199,fat
159,200,fat
195,135,fat
197,62,thin
186,89,fat
186,49,thin
170,166,fat
194,127,fat
170,145,fat
188,100,fat
154,144,fat
190,71,normal
176,99,fat
150,90,fat
179,176,fat
169,123,fat
185,67,normal
170,76,fat
176,126,fat
198,59,thin
167,54,normal
189,45,thin
179,128,fat
169,125,fat
164,183,fat
188,150,fat
155,43,thin
168,69,normal
176,145,fat
159,188,fat
188,137,fat
156,182,fat
156,141,fat
181,69,normal
178,107,fat
200,121,fat
158,177,fat
180,104,fat
161,132,fat
158,122,fat
193,160,fat
186,114,fat
183,153,fat
199,133,fat
158,50,normal
175,44,thin
183,149,fat
183,182,fat
188,45,thin
161,178,fat
177,81,fat
198,158,fat
172,110,fat
166,184,fat
175,114,fat
154,134,fat
165,59,normal
159,70,fat
178,161,fat
151,114,fat
195,75,normal
164,101,fat
152,114,fat
157,83,fat
171,93,fat
168,44,thin
181,84,fat
170,146,fat
150,141,fat
163,129,fat
176,179,fat
194,168,fat
189,117,fat
160,175,fat
197,62,thin
178,145,fat
177,195,fat
197,148,fat
189,152,fat
182,94,fat
181,180,fat
175,75,normal
198,193,fat
164,49,thin
151,117,fat
168,133,fat
155,179,fat
198,63,thin
160,84,fat
176,57,thin
190,186,fat
173,99,fat
194,48,thin
150,136,fat
188,110,fat
162,40,thin
166,192,fat
153,170,fat
199,71,thin
177,72,normal
170,77,fat
186,80,normal
194,126,fat
152,53,normal
156,100,fat
160,47,thin
150,40,thin
172,153,fat
164,48,thin
194,38,thin
176,36,thin
158,186,fat
168,73,fat
182,111,fat
165,98,fat
163,91,fat
156,56,normal
160,138,fat
169,180,fat
168,157,fat
200,163,fat
159,113,fat
187,120,fat
191,45,thin
180,109,fat
150,91,fat
150,134,fat
170,190,fat
160,113,fat
199,183,fat
179,155,fat
189,39,thin
197,100,fat
190,165,fat
155,192,fat
161,140,fat
196,146,fat
191,97,fat
158,136,fat
168,114,fat
186,81,normal
187,124,fat
182,43,thin
180,173,fat
186,171,fat
176,184,fat
195,130,fat
186,182,fat
153,138,fat
174,103,fat
190,130,fat
177,57,thin
174,160,fat
190,50,thin
196,89,normal
179,190,fat
200,72,thin
186,130,fat
197,121,fat
182,44,thin
170,134,fat
167,39,thin
172,91,fat
198,75,normal
153,199,fat
194,156,fat
190,77,normal
187,88,fat
161,198,fat
190,181,fat
181,122,fat
194,130,fat
176,120,fat
161,184,fat
168,125,fat
151,74,fat
181,47,thin
180,38,thin
176,174,fat
200,37,thin
163,90,fat
184,106,fat
151,136,fat
160,192,fat
176,47,thin
172,96,fat
157,141,fat
155,174,fat
190,94,fat
170,147,fat
169,38,thin
171,110,fat
161,55,normal
190,132,fat
162,129,fat
188,195,fat
191,45,thin
191,158,fat
167,78,fat
185,82,normal
159,111,fat
158,50,normal
159,186,fat
150,166,fat
177,155,fat
198,99,fat
178,139,fat
185,64,normal
170,46,thin
182,150,fat
179,141,fat
181,86,fat
160,122,fat
174,121,fat
178,147,fat
170,123,fat
170,71,normal
170,57,normal
156,81,fat
192,161,fat
151,74,fat
151,128,fat
195,140,fat
188,113,fat
200,63,thin
163,159,fat
194,78,normal
180,48,thin
155,195,fat
176,187,fat
181,94,fat
188,125,fat
155,198,fat
155,122,fat
175,133,fat
181,180,fat
153,94,fat
186,39,thin
190,184,fat
198,49,thin
196,102,fat
156,170,fat
175,128,fat
173,85,fat
192,95,fat
199,186,fat
176,38,thin
197,59,thin
178,127,fat
175,137,fat
181,123,fat
197,154,fat
176,167,fat
151,160,fat
188,83,normal
164,92,fat
162,73,fat
176,93,fat
155,106,fat
159,195,fat
194,122,fat
164,93,fat
166,162,fat
199,186,fat
166,160,fat
160,150,fat
176,195,fat
169,80,fat
153,139,fat
155,101,fat
197,48,thin
193,42,thin
168,109,fat
158,75,fat
169,179,fat
180,71,normal
193,63,thin
151,111,fat
151,199,fat
179,196,fat
157,171,fat
186,99,fat
173,103,fat
173,187,fat
164,110,fat
151,161,fat
166,178,fat
179,53,thin
194,140,fat
174,156,fat
151,48,normal
180,35,thin
175,136,fat
184,133,fat
199,48,thin
185,138,fat
173,91,fat
164,159,fat
181,177,fat
175,37,thin
158,177,fat
199,150,fat
197,39,thin
163,123,fat
170,69,normal
158,184,fat
199,131,fat
159,168,fat
197,89,normal
173,177,fat
200,179,fat
194,169,fat
169,157,fat
176,196,fat
164,55,normal
178,62,normal
160,78,fat
175,119,fat
158,65,fat
155,48,normal
187,44,thin
195,190,fat
165,160,fat
189,64,thin
185,86,fat
173,103,fat
166,153,fat
184,149,fat
185,81,normal
152,187,fat
176,124,fat
176,148,fat
154,106,fat
151,124,fat
168,149,fat
175,133,fat
178,138,fat
197,166,fat
176,106,fat
162,183,fat
155,52,normal
157,172,fat
197,124,fat
185,146,fat
167,146,fat
180,60,normal
170,83,fat
179,84,fat
166,149,fat
175,108,fat
165,132,fat
196,198,fat
199,185,fat
186,79,normal
172,39,thin
199,167,fat
190,114,fat
152,133,fat
162,82,fat
189,149,fat
190,99,fat
161,40,thin
180,190,fat
187,132,fat
161,179,fat
152,191,fat
199,102,fat
174,172,fat
173,94,fat
187,183,fat
188,70,normal
180,86,fat
195,200,fat
189,150,fat
160,83,fat
185,131,fat
152,188,fat
178,183,fat
191,96,fat
165,91,fat
172,174,fat
187,40,thin
185,126,fat
153,157,fat
196,91,normal
195,82,normal
195,133,fat
186,196,fat
166,168,fat
200,132,fat
186,166,fat
164,117,fat
169,181,fat
166,168,fat
180,108,fat
171,79,fat
196,105,fat
196,74,normal
197,170,fat
163,132,fat
193,87,normal
161,74,fat
198,60,thin
178,105,fat
179,45,thin
200,135,fat
152,182,fat
191,124,fat
190,173,fat
166,124,fat
195,130,fat
157,64,fat
179,75,normal
166,199,fat
155,197,fat
188,36,thin
191,158,fat
160,144,fat
184,189,fat
178,133,fat
188,157,fat
167,172,fat
186,68,normal
183,163,fat
198,96,normal
179,63,normal
187,70,normal
198,43,thin
196,72,normal
161,187,fat
153,53,normal
195,88,normal
174,167,fat
195,150,fat
176,42,thin
162,181,fat
180,40,thin
188,153,fat
185,156,fat
196,92,normal
188,125,fat
160,181,fat
167,42,thin
194,137,fat
166,172,fat
157,170,fat
156,121,fat
159,133,fat
194,79,normal
199,144,fat
167,155,fat
169,42,thin
195,53,thin
164,65,normal
160,86,fat
175,77,fat
192,200,fat
190,197,fat
178,140,fat
199,168,fat
177,100,fat
179,117,fat
178,37,thin
192,186,fat
174,180,fat
165,79,fat
194,77,normal
191,48,thin
155,170,fat
200,147,fat
167,121,fat
198,173,fat
167,141,fat
190,43,thin
186,196,fat
154,81,fat
192,189,fat
200,50,thin
187,155,fat
186,53,thin
164,120,fat
194,188,fat
151,126,fat
168,51,thin
177,70,normal
182,77,normal
170,141,fat
174,162,fat
175,109,fat
190,101,fat
197,175,fat
198,44,thin
178,47,thin
178,178,fat
164,171,fat
154,115,fat
176,94,fat
176,175,fat
154,148,fat
158,61,normal
182,176,fat
155,47,normal
192,143,fat
181,52,thin
156,79,fat
186,191,fat
161,185,fat
152,58,fat
177,179,fat
176,110,fat
198,62,thin
195,141,fat
200,102,fat
158,187,fat
171,172,fat
172,128,fat
196,69,thin
178,135,fat
167,53,normal
175,163,fat
151,55,normal
174,112,fat
167,80,fat
183,82,normal
171,145,fat
198,195,fat
176,63,normal
194,115,fat
165,173,fat
157,127,fat
199,98,normal
161,149,fat
196,108,fat
182,99,fat
197,119,fat
164,182,fat
175,94,fat
170,183,fat
182,118,fat
151,176,fat
194,73,normal
179,43,thin
161,159,fat
180,58,thin
173,42,thin
191,117,fat
162,56,normal
162,184,fat
179,138,fat
174,196,fat
200,130,fat
179,140,fat
186,195,fat
180,81,fat
186,136,fat
172,64,normal
169,198,fat
172,40,thin
158,165,fat
190,116,fat
183,195,fat
186,105,fat
183,169,fat
199,36,thin
188,86,normal
174,41,thin
158,179,fat
193,188,fat
193,43,thin
176,126,fat
155,77,fat
196,65,thin
176,124,fat
179,143,fat
171,46,thin
178,175,fat
178,80,fat
194,129,fat
150,180,fat
157,167,fat
152,147,fat
193,119,fat
200,140,fat
182,184,fat
198,42,thin
154,197,fat
172,107,fat
154,132,fat
181,116,fat
176,97,fat
170,99,fat
155,74,fat
171,169,fat
167,106,fat
177,97,fat
157,75,fat
177,119,fat
196,98,fat
156,184,fat
185,161,fat
165,136,fat
159,163,fat
200,162,fat
188,46,thin
181,196,fat
181,79,normal
153,183,fat
197,40,thin
195,150,fat
165,76,fat
174,191,fat
163,171,fat
198,197,fat
166,75,fat
164,89,fat
159,45,thin
191,82,normal
193,175,fat
187,196,fat
167,112,fat
185,92,fat
188,174,fat
199,149,fat
200,51,thin
166,79,fat
200,52,thin
193,181,fat
181,184,fat
171,187,fat
179,40,thin
168,130,fat
187,54,thin
177,136,fat
184,158,fat
155,144,fat
193,164,fat
150,118,fat
193,175,fat
191,172,fat
180,93,fat
187,133,fat
172,123,fat
160,126,fat
188,145,fat
196,179,fat
181,62,normal
151,74,fat
165,150,fat
188,52,thin
159,119,fat
155,52,normal
164,127,fat
170,59,normal
182,164,fat
152,119,fat
170,81,fat
177,53,thin
170,73,fat
176,64,normal
184,175,fat
171,52,thin
163,78,fat
150,148,fat
186,190,fat
164,99,fat
151,62,fat
184,147,fat
183,38,thin
186,120,fat
200,60,thin
183,66,normal
158,91,fat
170,39,thin
177,200,fat
150,141,fat
182,123,fat
190,107,fat
155,74,fat
189,115,fat
161,35,thin
189,106,fat
173,130,fat
150,50,normal
168,36,thin
179,173,fat
153,90,fat
190,110,fat
183,94,fat
199,126,fat
151,119,fat
156,178,fat
189,182,fat
190,57,thin
158,62,normal
198,184,fat
154,187,fat
174,78,fat
187,52,thin
153,39,thin
199,132,fat
188,195,fat
155,50,normal
164,128,fat
200,103,fat
190,180,fat
187,103,fat
189,112,fat
158,156,fat
200,75,normal
160,60,normal
200,158,fat
184,45,thin
165,144,fat
187,70,normal
199,160,fat
162,54,normal
195,157,fat
198,110,fat
195,41,thin
152,51,normal
151,143,fat
151,88,fat
173,159,fat
196,159,fat
152,74,fat
159,183,fat
199,141,fat
159,132,fat
152,82,fat
154,186,fat
174,189,fat
151,88,fat
191,57,thin
151,36,thin
166,137,fat
162,129,fat
191,103,fat
161,81,fat
177,176,fat
197,59,thin
195,48,thin
185,196,fat
165,197,fat
180,96,fat
174,54,thin
179,177,fat
198,148,fat
188,166,fat
157,138,fat
197,110,fat
185,115,fat
188,173,fat
164,105,fat
196,51,thin
183,71,normal
185,68,normal
159,177,fat
171,151,fat
177,192,fat
188,52,thin
152,104,fat
189,101,fat
159,39,thin
170,70,normal
179,78,normal
171,165,fat
194,182,fat
165,150,fat
181,115,fat
166,79,fat
180,199,fat
167,107,fat
155,81,fat
195,72,normal
176,150,fat
167,170,fat
155,55,normal
176,91,fat
164,184,fat
155,159,fat
181,184,fat
189,136,fat
180,163,fat
161,94,fat
194,70,normal
177,153,fat
176,195,fat
172,132,fat
155,142,fat
195,73,normal
189,79,normal
195,87,normal
179,140,fat
160,69,fat
157,99,fat
179,103,fat
165,130,fat
191,55,thin
158,168,fat
193,50,thin
178,56,thin
186,149,fat
150,145,fat
159,87,fat
156,131,fat
170,200,fat
151,105,fat
161,92,fat
192,159,fat
155,146,fat
176,159,fat
177,45,thin
168,98,fat
155,182,fat
162,48,thin
197,199,fat
170,51,thin
156,199,fat
155,127,fat
196,161,fat
170,53,thin
192,193,fat
153,96,fat
199,128,fat
188,173,fat
191,95,fat
163,74,fat
192,67,thin
184,41,thin
154,82,fat
198,182,fat
179,104,fat
164,135,fat
163,107,fat
163,143,fat
174,77,fat
194,176,fat
179,171,fat
174,52,thin
200,98,normal
177,118,fat
193,44,thin
183,180,fat
151,116,fat
156,41,thin
175,105,fat
172,38,thin
180,146,fat
179,103,fat
179,125,fat
198,182,fat
170,180,fat
189,124,fat
161,99,fat
178,86,fat
168,93,fat
188,51,thin
156,70,fat
175,175,fat
164,35,thin
166,167,fat
151,124,fat
178,63,normal
172,186,fat
159,111,fat
173,49,thin
190,45,thin
193,72,normal
175,99,fat
191,181,fat
156,134,fat
189,80,normal
162,101,fat
155,197,fat
154,36,thin
157,123,fat
163,81,fat
154,145,fat
168,50,thin
186,161,fat
174,160,fat
154,120,fat
161,80,fat
197,102,fat
183,47,thin
190,62,thin
174,42,thin
150,69,fat
159,140,fat
193,77,normal
187,195,fat
183,138,fat
189,104,fat
192,106,fat
170,74,fat
192,154,fat
167,190,fat
194,66,thin
192,170,fat
166,102,fat
151,133,fat
160,147,fat
185,185,fat
174,87,fat
159,197,fat
166,43,thin
165,65,normal
158,99,fat
170,171,fat
161,128,fat
172,122,fat
170,47,thin
178,158,fat
150,60,fat
180,147,fat
195,117,fat
180,74,normal
165,112,fat
157,93,fat
199,94,normal
169,87,fat
152,140,fat
181,148,fat
199,91,normal
183,97,fat
162,55,normal
197,124,fat
188,95,fat
164,131,fat
159,156,fat
150,58,fat
151,81,fat
168,165,fat
178,144,fat
166,153,fat
165,38,thin
194,53,thin
174,153,fat
174,165,fat
185,72,normal
154,66,fat
176,113,fat
182,133,fat
169,57,normal
172,49,thin
170,128,fat
197,93,normal
153,185,fat
189,82,normal
182,47,thin
154,58,normal
162,161,fat
197,145,fat
190,78,normal
177,107,fat
162,175,fat
158,152,fat
162,86,fat
195,90,normal
157,144,fat
190,50,thin
190,125,fat
186,113,fat
186,182,fat
168,43,thin
154,198,fat
159,158,fat
191,168,fat
150,59,fat
176,141,fat
182,65,normal
153,150,fat
181,113,fat
160,168,fat
196,192,fat
178,121,fat
185,104,fat
174,147,fat
164,122,fat
177,199,fat
165,154,fat
188,87,normal
187,60,thin
173,181,fat
191,109,fat
175,52,thin
179,74,normal
186,125,fat
171,153,fat
162,95,fat
167,82,fat
185,136,fat
150,117,fat
157,62,fat
167,196,fat
195,60,thin
153,78,fat
187,176,fat
184,179,fat
188,59,thin
185,108,fat
172,162,fat
177,91,fat
177,168,fat
171,81,fat
174,35,thin
170,95,fat
171,173,fat
180,135,fat
195,61,thin
165,68,normal
159,95,fat
163,117,fat
150,94,fat
193,37,thin
153,60,fat
158,82,fat
157,156,fat
190,78,normal
159,47,normal
189,123,fat
162,168,fat
200,167,fat
165,168,fat
191,59,thin
172,198,fat
171,55,normal
164,111,fat
159,72,fat
165,69,fat
187,89,fat
183,55,thin
187,48,thin
151,42,thin
169,136,fat
153,111,fat
175,196,fat
161,194,fat
199,186,fat
179,146,fat
172,106,fat
185,181,fat
194,83,normal
168,36,thin
154,182,fat
194,62,thin
179,122,fat
151,39,thin
176,65,normal
189,58,thin
181,107,fat
176,93,fat
192,95,fat
200,114,fat
166,70,fat
188,58,thin
191,72,normal
176,144,fat
159,189,fat
182,37,thin
162,73,fat
162,114,fat
185,94,fat
198,39,thin
188,169,fat
197,73,normal
156,114,fat
168,149,fat
189,111,fat
155,85,fat
176,57,thin
193,120,fat
162,81,fat
175,186,fat
176,41,thin
167,53,normal
173,76,fat
171,53,thin
186,86,normal
176,58,normal
166,92,fat
177,56,thin
152,196,fat
180,192,fat
153,86,fat
156,75,fat
183,150,fat
156,90,fat
191,185,fat
188,45,thin
163,199,fat
169,165,fat
193,45,thin
195,189,fat
160,74,fat
185,70,normal
184,82,normal
189,92,fat
181,114,fat
158,53,normal
153,162,fat
154,169,fat
190,187,fat
152,152,fat
189,79,normal
163,143,fat
197,46,thin
158,56,normal
189,46,thin
174,62,normal
164,105,fat
157,126,fat
168,59,normal
186,43,thin
168,171,fat
193,165,fat
182,70,normal
169,83,fat
195,50,thin
150,78,fat
193,200,fat
174,157,fat
179,47,thin
173,155,fat
171,92,fat
199,159,fat
169,174,fat
166,46,thin
160,123,fat
169,86,fat
174,125,fat
175,56,thin
189,200,fat
193,121,fat
156,135,fat
197,172,fat
189,163,fat
181,40,thin
197,124,fat
169,93,fat
190,141,fat
163,163,fat
154,44,normal
190,196,fat
179,152,fat
170,46,thin
167,72,fat
186,83,normal
163,163,fat
152,136,fat
163,92,fat
169,104,fat
192,150,fat
187,105,fat
161,116,fat
197,199,fat
200,82,normal
164,104,fat
151,44,normal
170,41,thin
186,125,fat
159,97,fat
178,160,fat
191,82,normal
185,57,thin
169,197,fat
173,69,normal
172,135,fat
177,89,fat
197,61,thin
165,159,fat
185,115,fat
154,75,fat
180,164,fat
188,158,fat
174,77,fat
189,52,thin
161,194,fat
195,35,thin
154,129,fat
199,77,normal
166,80,fat
199,126,fat
162,151,fat
161,51,normal
183,147,fat
152,153,fat
151,147,fat
160,180,fat
154,100,fat
191,109,fat
196,145,fat
185,140,fat
187,51,thin
150,69,fat
198,181,fat
154,106,fat
167,171,fat
161,183,fat
198,37,thin
165,109,fat
188,88,normal
169,53,normal
164,153,fat
154,129,fat
170,167,fat
200,174,fat
159,179,fat
200,144,fat
175,58,normal
170,85,fat
174,85,fat
185,82,normal
156,194,fat
151,56,normal
199,92,normal
159,125,fat
168,81,fat
190,103,fat
187,166,fat
174,61,normal
193,137,fat
171,157,fat
188,108,fat
193,87,normal
176,115,fat
158,148,fat
155,149,fat
172,101,fat
171,157,fat
156,145,fat
186,156,fat
195,151,fat
166,125,fat
151,149,fat
165,60,normal
169,124,fat
185,53,thin
183,173,fat
181,136,fat
156,133,fat
167,135,fat
178,94,fat
196,190,fat
154,185,fat
162,107,fat
173,115,fat
167,89,fat
160,152,fat
175,60,normal
169,152,fat
151,143,fat
161,153,fat
197,156,fat
167,47,thin
171,160,fat
175,107,fat
157,121,fat
196,80,normal
160,65,fat
166,115,fat
184,191,fat
160,146,fat
187,111,fat
179,174,fat
175,134,fat
190,80,normal
189,166,fat
154,195,fat
173,147,fat
184,174,fat
157,135,fat
171,157,fat
150,121,fat
192,78,normal
177,43,thin
176,111,fat
185,150,fat
182,76,normal
154,69,fat
150,171,fat
171,195,fat
188,104,fat
186,103,fat
186,42,thin
196,73,normal
177,144,fat
192,41,thin
168,157,fat
200,102,fat
179,101,fat
185,146,fat
178,46,thin
166,192,fat
161,69,fat
190,143,fat
196,121,fat
196,87,normal
165,194,fat
196,83,normal
164,73,fat
199,112,fat
183,135,fat
190,56,thin
154,110,fat
162,190,fat
155,99,fat
182,200,fat
170,179,fat
182,60,thin
175,66,normal
184,115,fat
184,98,fat
196,98,fat
160,90,fat
175,167,fat
155,57,normal
172,106,fat
150,58,fat
184,108,fat
170,154,fat
152,37,thin
167,186,fat
151,61,fat
155,104,fat
169,108,fat
194,35,thin
183,60,thin
167,176,fat
198,94,normal
195,126,fat
186,158,fat
155,57,normal
188,59,thin
179,80,normal
165,181,fat
193,155,fat
159,54,normal
176,160,fat
197,194,fat
152,120,fat
189,163,fat
177,142,fat
158,152,fat
200,169,fat
164,126,fat
174,78,fat
157,190,fat
166,62,normal
196,196,fat
153,39,thin
163,184,fat
159,191,fat
168,109,fat
164,183,fat
165,188,fat
159,149,fat
177,170,fat
195,192,fat
162,177,fat
197,43,thin
185,134,fat
170,97,fat
177,37,thin
161,77,fat
165,192,fat
172,185,fat
168,43,thin
187,89,fat
164,93,fat
156,50,normal
166,41,thin
153,102,fat
167,157,fat
164,192,fat
185,155,fat
173,197,fat
194,63,thin
157,51,normal
185,164,fat
177,79,fat
160,119,fat
175,133,fat
159,185,fat
162,54,normal
159,152,fat
158,175,fat
172,196,fat
166,140,fat
155,138,fat
166,123,fat
178,175,fat
170,185,fat
172,123,fat
164,126,fat
193,113,fat
155,95,fat
165,101,fat
154,138,fat
193,186,fat
169,163,fat
159,107,fat
184,155,fat
173,134,fat
200,59,thin
152,73,fat
181,127,fat
167,111,fat
173,81,fat
195,101,fat
155,77,fat
180,145,fat
165,134,fat
160,116,fat
166,50,thin
172,151,fat
196,126,fat
167,96,fat
171,173,fat
153,164,fat
153,125,fat
172,157,fat
181,150,fat
199,91,normal
181,111,fat
186,100,fat
168,130,fat
194,132,fat
189,74,normal
174,85,fat
169,170,fat
181,145,fat
158,68,fat
197,88,normal
164,166,fat
170,149,fat
161,167,fat
170,100,fat
156,38,thin
163,66,normal
188,45,thin
182,180,fat
175,124,fat
190,166,fat
170,167,fat
185,177,fat
180,49,thin
173,77,fat
171,57,normal
172,97,fat
161,109,fat
176,163,fat
199,67,thin
196,101,fat
159,132,fat
187,83,normal
172,154,fat
178,168,fat
196,193,fat
175,137,fat
173,148,fat
171,193,fat
